job_title,company,location,link,description
Forward Deployed AI Engineer,Palantir,"New York, NY",https://jobs.lever.co/palantir/636fc05c-d348-4a06-be51-597cb9e07488,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

Forward Deployed AI Engineers work directly with customers owning Gen AI strategy and implementation. On a daily basis, you will build end-to-end workflows, take them to production, and solve real world problems at the largest scale. You will have ample opportunity to contribute learnings from the field back to the Palantir AIP product suite.

You will be on the forefront of extending Palantir's existing footprint and strategy into new markets and problem spaces opened up by Gen AI.

Core Responsibilities

Forward Deployed AI Engineers’ responsibilities look similar to those of a hands-on AI startup CTO: you’ll work in small teams to own delivery of high stakes projects with clients. A day’s work may include building LLM workflows on a large scale, interacting with customers to understand their needs and set their AI strategy, but the most impact will be driven by implementing solutions into the real world of our partner's organizations.

Do you aspire to be an entrepreneur or an Applied AI leader? We believe Palantir is the best place — with the best colleagues — to learn how!
"
Forward Deployed AI Engineer,Palantir,"London, United Kingdom",https://jobs.lever.co/palantir/ff1029bd-bb6d-4d78-a03e-5f9744d0b798,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

Forward Deployed AI Engineers work directly with customers owning Gen AI strategy and implementation. On a daily basis, you will build end-to-end workflows, take them to production, and solve real world problems at the largest scale. You will have ample opportunity to contribute learnings from the field back to the Palantir AIP product suite.

You will be on the forefront of extending Palantir's existing footprint and strategy into new markets and problem spaces opened up by Gen AI.

Core Responsibilities

Forward Deployed AI Engineers’ responsibilities look similar to those of a hands-on AI startup CTO: you’ll work in small teams to own delivery of high stakes projects with clients. A day’s work may include building LLM workflows on a large scale, interacting with customers to understand their needs and set their AI strategy, but the most impact will be driven by implementing solutions into the real world of our partner's organisations.

Do you aspire to be an entrepreneur or an Applied AI leader? We believe Palantir is the best place — with the best colleagues — to learn how!
"
Forward Deployed Enablement Engineer - Customer Success,Palantir,"London, United Kingdom",https://jobs.lever.co/palantir/00c2c97b-8514-4617-9883-e53e486b6dcd,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

Forward Deployed Enablement Engineers are embedded with centralised customer success teams to maximise the outcomes of our deployed products and workflows across all commercial customers from small-scale start-ups to large enterprises. This role balances high-level support responsibilities with the development of innovative tooling and infrastructure to scale customer enablement effectively.  You are a resourceful, gritty and adaptable problem solver who is able to work both collaboratively and independently to resolve difficult and nebulous technical issues, as well as work productively with external customers to debug and resolve their problems. 

Palantir’s Customer Success team helps our customers build on Palantir’s Foundry & AIP Platforms to drive the workflows that power their most important business outcomes. In this role, you’ll leverage your problem-solving abilities, creativity, and technical skills to support and guide customer development teams, ensuring they can effectively build and optimise their workflows. You’ll have the opportunity to gain rare insight into and contribute to some of the world’s most important industries and institutions.

Every day at Palantir is different: we’re constantly evolving to better respond to customer needs, and you will have the opportunity to contribute your creativity and problem-solving to internal processes and tools that define how we deliver business value to the customer with increasing efficacy and efficiency.

Every Palantirian is encouraged to play to their personal strengths, so there is no “one size fits all” approach to engineering at Palantir. The scope of this role is intentionally broad so that people can find their strengths and grow in a way that excites them.
"
Forward Deployed Enablement Engineer - Customer Success,Palantir,"New York, NY",https://jobs.lever.co/palantir/4cba9c95-d16f-440d-83e7-2352480f689f,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

Forward Deployed Enablement Engineers are embedded with centralized customer success teams to maximize the outcomes of our deployed products and workflows across all commercial customers from small-scale start-ups to large enterprises. This role balances high-level support responsibilities with the development of innovative tooling and infrastructure to scale customer enablement effectively.  You are a resourceful, gritty and adaptable problem solver who is able to work both collaboratively and independently to resolve difficult and nebulous technical issues, as well as work productively with external customers to debug and resolve their problems. 

Palantir’s Customer Success team helps our customers build on Palantir’s Foundry & AIP Platforms to drive the workflows that power their most important business outcomes. In this role, you’ll leverage your problem-solving abilities, creativity, and technical skills to support and guide customer development teams, ensuring they can effectively build and optimize their workflows. You’ll have the opportunity to gain rare insight into and contribute to some of the world’s most important industries and institutions.

Every day at Palantir is different: we’re constantly evolving to better respond to customer needs, and you will have the opportunity to contribute your creativity and problem-solving to internal processes and tools that define how we deliver business value to the customer with increasing efficacy and efficiency.

Every Palantirian is encouraged to play to their personal strengths, so there is no “one size fits all” approach to engineering at Palantir. The scope of this role is intentionally broad so that people can find their strengths and grow in a way that excites them.
"
Forward Deployed Enablement Engineer - Customer Success,Palantir,"Denver, CO",https://jobs.lever.co/palantir/8d9c0349-45a4-4012-bc33-5a988c6c23f9,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

Forward Deployed Enablement Engineers are embedded with centralized customer success teams to maximize the outcomes of our deployed products and workflows across all commercial customers from small-scale start-ups to large enterprises. This role balances high-level support responsibilities with the development of innovative tooling and infrastructure to scale customer enablement effectively.  You are a resourceful, gritty and adaptable problem solver who is able to work both collaboratively and independently to resolve difficult and nebulous technical issues, as well as work productively with external customers to debug and resolve their problems. 

Palantir’s Customer Success team helps our customers build on Palantir’s Foundry & AIP Platforms to drive the workflows that power their most important business outcomes. In this role, you’ll leverage your problem-solving abilities, creativity, and technical skills to support and guide customer development teams, ensuring they can effectively build and optimize their workflows. You’ll have the opportunity to gain rare insight into and contribute to some of the world’s most important industries and institutions.

Every day at Palantir is different: we’re constantly evolving to better respond to customer needs, and you will have the opportunity to contribute your creativity and problem-solving to internal processes and tools that define how we deliver business value to the customer with increasing efficacy and efficiency.

Every Palantirian is encouraged to play to their personal strengths, so there is no “one size fits all” approach to engineering at Palantir. The scope of this role is intentionally broad so that people can find their strengths and grow in a way that excites them.
"
Forward Deployed Enablement Engineer - Customer Success,Palantir,"Washington, D.C.",https://jobs.lever.co/palantir/a90eb029-19cc-413c-bd51-b8411053d7d4,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

Forward Deployed Enablement Engineers are embedded with centralized customer success teams to maximize the outcomes of our deployed products and workflows across all commercial customers from small-scale start-ups to large enterprises. This role balances high-level support responsibilities with the development of innovative tooling and infrastructure to scale customer enablement effectively.  You are a resourceful, gritty and adaptable problem solver who is able to work both collaboratively and independently to resolve difficult and nebulous technical issues, as well as work productively with external customers to debug and resolve their problems. 

Palantir’s Customer Success team helps our customers build on Palantir’s Foundry & AIP Platforms to drive the workflows that power their most important business outcomes. In this role, you’ll leverage your problem-solving abilities, creativity, and technical skills to support and guide customer development teams, ensuring they can effectively build and optimize their workflows. You’ll have the opportunity to gain rare insight into and contribute to some of the world’s most important industries and institutions.

Every day at Palantir is different: we’re constantly evolving to better respond to customer needs, and you will have the opportunity to contribute your creativity and problem-solving to internal processes and tools that define how we deliver business value to the customer with increasing efficacy and efficiency.

Every Palantirian is encouraged to play to their personal strengths, so there is no “one size fits all” approach to engineering at Palantir. The scope of this role is intentionally broad so that people can find their strengths and grow in a way that excites them.
"
Forward Deployed Enablement Engineer - Customer Success,Palantir,"Palo Alto, CA",https://jobs.lever.co/palantir/f4410b36-29d4-4264-94d1-9d827e0cb38a,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

Forward Deployed Enablement Engineers are embedded with centralized customer success teams to maximize the outcomes of our deployed products and workflows across all commercial customers from small-scale start-ups to large enterprises. This role balances high-level support responsibilities with the development of innovative tooling and infrastructure to scale customer enablement effectively.  You are a resourceful, gritty and adaptable problem solver who is able to work both collaboratively and independently to resolve difficult and nebulous technical issues, as well as work productively with external customers to debug and resolve their problems. 

Palantir’s Customer Success team helps our customers build on Palantir’s Foundry & AIP Platforms to drive the workflows that power their most important business outcomes. In this role, you’ll leverage your problem-solving abilities, creativity, and technical skills to support and guide customer development teams, ensuring they can effectively build and optimize their workflows. You’ll have the opportunity to gain rare insight into and contribute to some of the world’s most important industries and institutions.

Every day at Palantir is different: we’re constantly evolving to better respond to customer needs, and you will have the opportunity to contribute your creativity and problem-solving to internal processes and tools that define how we deliver business value to the customer with increasing efficacy and efficiency.

Every Palantirian is encouraged to play to their personal strengths, so there is no “one size fits all” approach to engineering at Palantir. The scope of this role is intentionally broad so that people can find their strengths and grow in a way that excites them.
"
Forward Deployed Infrastructure Engineer - US Government,Palantir,"Washington, D.C.",https://jobs.lever.co/palantir/74748e0e-a0bc-4c53-a636-ef14e36d9b5e,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

We’re looking for Forward Deployed Infrastructure Engineers who can help us build, operate, and maintain high-performance, scalable, and reliable services for Palantir platforms, products, and deployments. You'll get to use your creativity to develop novel solutions to evolving challenges and automate processes wherever possible, using whichever tools are best for the job including industry-leading LLM and AI technology!

As a Forward Deployed Infrastructure Engineer, every day is different! You will be developing software and providing high-quality support for software systems that are critical to solving our government’s greatest challenges. We strongly believe in engineering teams being responsible for the operations of their services in production. As such, you’ll work closely with forward deployed teams and product teams to participate in sensible, scalable, systems design and share responsibility with them in diagnosing, resolving, and preventing production issues.
"
Forward Deployed Infrastructure Engineer - US Government,Palantir,"New York, NY",https://jobs.lever.co/palantir/b57f08e9-546c-4b9b-8d21-db0ebbc11363,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

We’re looking for Forward Deployed Infrastructure Engineers who can help us build, operate, and maintain high-performance, scalable, and reliable services for Palantir platforms, products, and deployments. You'll get to use your creativity to develop novel solutions to evolving challenges and automate processes wherever possible, using whichever tools are best for the job including industry-leading LLM and AI technology!

As a Forward Deployed Infrastructure Engineer, every day is different! You will be developing software and providing high-quality support for software systems that are critical to solving our government’s greatest challenges. We strongly believe in engineering teams being responsible for the operations of their services in production. As such, you’ll work closely with forward deployed teams and product teams to participate in sensible, scalable, systems design and share responsibility with them in diagnosing, resolving, and preventing production issues. 
"
Forward Deployed Software Engineer,Palantir,"Ottawa, Canada",https://jobs.lever.co/palantir/06c7bd36-e24b-4f3a-8b45-1e846ae44095,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

Forward Deployed Software Engineers (FDSEs) work directly with customers to quickly understand their greatest problems and design and implement solutions to use data against them. Our customers rely on Palantir’s platforms for some of their most critical operations, and projects often start with an open ended question like “Why are we delaying so many flights?” or “How can we better identify instances of money laundering?” As an FDSE, you’ll apply your problem solving ability, creativity, and technical skills to help organizations use their data to drive a real impact in the world. You’ll have the opportunity to gain rare insight into and contribute to some of the world’s most important industries and institutions. 

As an FDSE, your responsibilities look similar to those of a startup CTO: you’ll work in small teams with minimal supervision and own end-to-end execution of high stakes projects. Your day might span discussing architecture with fellow engineers, wrangling massive-scale data, coding a custom web app, speaking with customer executives, or establishing strategy for your team. 

Whether you aspire to be an entrepreneur or an engineering leader, we believe Palantir is the best place — with the best colleagues — to learn how. You’ll learn how to unpack a problem and understand the costs and consequences of its solution. You’ll learn new technologies and languages, and even develop them yourself. You’ll work autonomously and make decisions independently, within a community that will support and challenge you as you grow and develop.
"
Forward Deployed Software Engineer,Palantir,"Seoul, South Korea",https://jobs.lever.co/palantir/1bb19522-3936-4adc-9ced-c3df8b5900b9,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

At Palantir, the Forward Deployed Software Engineer (FDSE) role isn’t just a job title: it’s the blueprint. We pioneered this unique position, embedding talented engineers directly with our customers to tackle their most pressing challenges head-on. As an FDSE, you’ll be at the intersection of world-changing problems and impactful technology, shaping solutions where they matter most.

FDSEs work side by side with our customers, rapidly understanding their toughest issues; architecting and building solutions that leverage business-critical data and the latest advancements in AI to solve them. Whether it’s “How do we predict and mitigate wildfire risks to optimize power grids?” or “How can we analyze and adapt a global food supply chain to deliver life-saving aid on time?”, you’ll use your technical expertise, creativity, and problem-solving skills to drive real-world impact.

You’ll have the rare opportunity to gain deep insight into and directly influence some of the world’s most critical industries and institutions. By building on Palantir’s powerful platforms leveraging integrated cutting-edge AI, you’ll help organizations unlock the full potential of their data to make smarter, faster decisions.

Core Responsibilities

• Collaborating with fellow engineers on architecture and design decisions
• Wrangling massive-scale data and using AI to accelerate and enhance critical operations
• Developing custom applications tailored to customer needs
• Engaging directly with customer stakeholders, from technical teams to executives
• Shaping team strategy and driving projects from ideation to deployment, increasing your pain threshold to deliver real value
"
Forward Deployed Software Engineer,Palantir,"Doha, Qatar",https://jobs.lever.co/palantir/2a817317-48a6-48b7-9a74-a98ccd2457d2,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

Forward Deployed Software Engineers (FDSEs) work directly with customers to quickly understand their greatest problems and design and implement solutions to use data against them. Our customers rely on Palantir’s platforms for some of their most critical operations, and projects often start with an open ended question like “Why are we delaying so many flights?” or “How can we better identify instances of money laundering?” As an FDSE, you’ll apply your problem solving ability, creativity, and technical skills to help organizations use their data to drive a real impact in the world. You’ll have the opportunity to gain rare insight into and contribute to some of the world’s most important industries and institutions. 

As an FDSE, your responsibilities look similar to those of a startup CTO: you’ll work in small teams with minimal supervision and own end-to-end execution of high stakes projects. Your day might span discussing architecture with fellow engineers, wrangling massive-scale data, coding a custom web app, speaking with customer executives, or establishing strategy for your team. 

Whether you aspire to be an entrepreneur or an engineering leader, we believe Palantir is the best place — with the best colleagues — to learn how. You’ll learn how to unpack a problem and understand the costs and consequences of its solution. You’ll learn new technologies and languages, and even develop them yourself. You’ll work autonomously and make decisions independently, within a community that will support and challenge you as you grow and develop.
"
Forward Deployed Software Engineer,Palantir,"London, United Kingdom",https://jobs.lever.co/palantir/5168e8fd-fec1-4fea-b7a1-81bdaea65850,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

The Original Forward Deployed Software Engineer 
At Palantir, the Forward Deployed Software Engineer (FDSE) role isn’t just a job title: it’s the blueprint. We pioneered this unique position, embedding talented engineers directly with our customers to tackle their most pressing challenges head-on. As an FDSE, you’ll be at the intersection of world-changing problems and impactful technology, shaping solutions where they matter most.

FDSEs work side by side with our customers, rapidly understanding their toughest issues; architecting and building solutions that leverage business-critical data and the latest advancements in AI to solve them. Whether it’s “How do we predict and mitigate wildfire risks to optimize power grids?” or “How can we analyze and adapt a global food supply chain to deliver life-saving aid on time?”, you’ll use your technical expertise, creativity, and problem-solving skills to drive real-world impact.

You’ll have the rare opportunity to gain deep insight into and directly influence some of the world’s most critical industries and institutions. By building on Palantir’s powerful platforms leveraging integrated cutting-edge AI, you’ll help organizations unlock the full potential of their data to make smarter, faster decisions.

Core Responsibilities 

As an FDSE, you’ll experience the autonomy of a startup, with the resources, mentorship, and stability of an established tech company. Your contributions will have a direct impact on our customers’ missions and the real world. You’ll work in small, agile teams and own the end-to-end execution and implementation of high-stakes projects, including:

•  Collaborating with fellow engineers on architecture and design decisions
•  Wrangling massive-scale data and using AI to accelerate and enhance critical operations
•  Developing custom applications tailored to customer needs
•  Engaging directly with customer stakeholders, from technical teams to executives
•  Shaping team strategy and driving projects from ideation to deployment, increasing your pain threshold to deliver real value
"
Forward Deployed Software Engineer,Palantir,"Dubai, United Arab Emirates",https://jobs.lever.co/palantir/8148182c-6127-4689-b615-7815a94173bb,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

Forward Deployed Software Engineers (FDSEs) work directly with customers to quickly understand their greatest problems and design and implement solutions to use data against them. Our customers rely on Palantir’s platforms for some of their most critical operations, and projects often start with an open ended question like “Why are we delaying so many flights?” or “How can we better identify instances of money laundering?” As an FDSE, you’ll apply your problem solving ability, creativity, and technical skills to help organizations use their data to drive a real impact in the world. You’ll have the opportunity to gain rare insight into and contribute to some of the world’s most important industries and institutions. 

As an FDSE your responsibilities look similar to those of a startup CTO: you’ll work in small teams with minimal supervision and own end-to-end execution of high stakes projects. Your day might span discussing architecture with fellow engineers, wrangling massive-scale data, coding a custom web app, speaking with customer executives, or establishing strategy for your team. 

Whether you aspire to be an entrepreneur or an engineering leader, we believe Palantir is the best place — with the best colleagues — to learn how. You’ll learn how to unpack a problem and understand the costs and consequences of its solution. You’ll learn new technologies and languages, and even develop them yourself. You’ll work autonomously and make decisions independently, within a community that will support and challenge you as you grow and develop.
"
Forward Deployed Software Engineer,Palantir,"Chicago, IL",https://jobs.lever.co/palantir/8c38feb7-7ca8-429e-9643-efffe2fe0428,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

The Original Forward Deployed Software Engineer 
At Palantir, the Forward Deployed Software Engineer (FDSE) role isn’t just a job title: it’s the blueprint. We pioneered this unique position, embedding talented engineers directly with our customers to tackle their most pressing challenges head-on. As an FDSE, you’ll be at the intersection of world-changing problems and impactful technology, shaping solutions where they matter most.

FDSEs work side by side with our customers, rapidly understanding their toughest issues; architecting and building solutions that leverage business-critical data and the latest advancements in AI to solve them. Whether it’s “How do we predict and mitigate wildfire risks to optimize power grids?” or “How can we analyze and adapt a global food supply chain to deliver life-saving aid on time?”, you’ll use your technical expertise, creativity, and problem-solving skills to drive real-world impact.

You’ll have the rare opportunity to gain deep insight into and directly influence some of the world’s most critical industries and institutions. By building on Palantir’s powerful platforms leveraging integrated cutting-edge AI, you’ll help organizations unlock the full potential of their data to make smarter, faster decisions.

Core Responsibilities

As an FDSE, you’ll experience the autonomy of a startup, with the resources, mentorship, and stability of an established tech company. Your contributions will have a direct impact on our customers’ missions and the real world. You’ll work in small, agile teams and own the end-to-end execution and implementation of high-stakes projects, including:

•  Collaborating with fellow engineers on architecture and design decisions
•  Wrangling massive-scale data and using AI to accelerate and enhance critical operations
•  Developing custom applications tailored to customer needs
•  Engaging directly with customer stakeholders, from technical teams to executives
•  Shaping team strategy and driving projects from ideation to deployment, increasing your pain threshold to deliver real value
"
Forward Deployed Software Engineer,Palantir,"Abu Dhabi, United Arab Emirates",https://jobs.lever.co/palantir/90aa8748-3fef-4e2b-9ea9-c4dc5f37f0d2,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

Forward Deployed Software Engineers (FDSEs) work directly with customers to quickly understand their greatest problems and design and implement solutions to use data against them. Our customers rely on Palantir’s platforms for some of their most critical operations, and projects often start with an open ended question like “Why are we delaying so many flights?” or “How can we better identify instances of money laundering?” As an FDSE, you’ll apply your problem solving ability, creativity, and technical skills to help organizations use their data to drive a real impact in the world. You’ll have the opportunity to gain rare insight into and contribute to some of the world’s most important industries and institutions. 

As an FDSE your responsibilities look similar to those of a startup CTO: you’ll work in small teams with minimal supervision and own end-to-end execution of high stakes projects. Your day might span discussing architecture with fellow engineers, wrangling massive-scale data, coding a custom web app, speaking with customer executives, or establishing strategy for your team. 

Whether you aspire to be an entrepreneur or an engineering leader, we believe Palantir is the best place — with the best colleagues — to learn how. You’ll learn how to unpack a problem and understand the costs and consequences of its solution. You’ll learn new technologies and languages, and even develop them yourself. You’ll work autonomously and make decisions independently, within a community that will support and challenge you as you grow and develop.
"
Forward Deployed Software Engineer,Palantir,"Warsaw, Poland",https://jobs.lever.co/palantir/bf718bd3-b2ef-451e-8033-cb4d2d9c094b,"A World-Changing Company

At Palantir, we’re passionate about building software that solves problems. We partner with the most important institutions in the world to transform how they use data and technology. Our software has been used to stop terrorist attacks, discover new medicines, gain an edge in global financial markets, and more. If these types of projects excite you, we'd love for you to join us.

The Role

Forward Deployed Software Engineers (FDSEs) work directly with customers to quickly understand their greatest problems and design and implement solutions to use data against them. Our customers rely on Palantir’s platforms for some of their most critical operations, and projects often start with an open ended question like “Why are we delaying so many flights?” or “How can we better identify instances of money laundering?” As an FDSE, you’ll apply your problem solving ability, creativity, and technical skills to help organizations use their data to drive a real impact in the world. You’ll have the opportunity to gain rare insight into and contribute to some of the world’s most important industries and institutions. 

As an FDSE your responsibilities look similar to those of a startup CTO: you’ll work in small teams with minimal supervision and own end-to-end execution of high stakes projects. Your day might span discussing architecture with fellow engineers, wrangling massive-scale data, coding a custom web app, speaking with customer executives, or establishing strategy for your team. 

Whether you aspire to be an entrepreneur or an engineering leader, we believe Palantir is the best place — with the best colleagues — to learn how. You’ll learn how to unpack a problem and understand the costs and consequences of its solution. You’ll learn new technologies and languages, and even develop them yourself. You’ll work autonomously and make decisions independently, within a community that will support and challenge you as you grow and develop.

Our Principles

• Impact: We take on meaningful and challenging projects that change the world for the better.
• Ownership: We see projects through from beginning to end, working through any obstacles we may encounter.
• Collaboration: We work internally with people from a variety of backgrounds — such as other FDSEs, product teams, and Deployment
• Strategists. We also work externally with our customers, often on site, to understand and solve their problems.
• Trust: We trust each other to effectively manage time and priorities and give people the space to think for themselves.
• Growth: We encourage ourselves and our peers to seek new challenges and opportunities for growth, as well as find new ways to innovate and share knowledge.
• Learning: We often face entirely novel problems where we need to pick up a lot of new knowledge and learn how to use it to make progress. We believe experiential learning is one of the best teachers.

What We Value

• Strong engineering background, preferred in fields such as Computer Science, Mathematics, Software Engineering, Physics, and Data Science.
• A highly analytical mindset and eagerness to solve technical problems with data structures, storage systems, cloud infrastructure, front-end frameworks, and other technical tools.
• Experience or interest in working with and using large scale data to solve valuable business problems.
• Strong coder with demonstrated proficiency in programming languages such as Python, Java, C++, TypeScript/JavaScript, or similar.
• Demonstrated ability to collaborate effectively in teams of technical and non-technical individuals, and comfortable working in a rapidly changing environment with dynamic objectives and iteration with users.
• Ability to continuously learn, work independently, and make decisions with minimal supervision.
• Willingness and interest to travel as needed to client sites. Ability to travel 25-50% preferred, but requirements vary by team and location.

What We Require

• Security clearance or the ability to obtain a clearance.
• Fluency in Polish.


Life at Palantir

We want every Palantirian to achieve their best outcomes, that’s why we celebrate individuals’ strengths, skills, and interests, from your first interview to your longterm growth, rather than rely on traditional career ladders. Paying attention to the needs of our community enables us to optimize our opportunities to grow and helps ensure many pathways to success at Palantir. Promoting health and well-being across all areas of Palantirians’ lives is just one of the ways we’re investing in our community. Learn more at Life at Palantir and note that our offerings may vary by region.

In keeping consistent with Palantir’s values and culture, we believe employees are “better together” and in-person work affords the opportunity for more creative outcomes. Therefore, we encourage employees to work from our offices to foster connectivity and innovation. Many teams do offer hybrid options (WFH a day or two a week), allowing our employees to strike the right trade-off for their personal productivity. Based on business need, there are a few roles that allow for “Remote” work on an exceptional basis. If you are applying for one of these roles, you must work from the city and or country in which you are employed. If the posting is specified as Onsite, you are required to work from an office.


Palantir is committed to promoting a culture of diversity, equity, and inclusion. We believe that all Palantirians share the responsibility of upholding our commitment to these values and encourage candidates from a wide range of backgrounds, perspectives, and lived experiences to join us in solving the world’s hardest problems.

Palantir is committed to making the job application process accessible to everyone. If you are living with a disability (visible or not visible) and need to request a reasonable accommodation for any part of the application or hiring process, please reach out and let us know how we can help.
"
Forward Deployed Software Engineer,Palantir,"Stockholm, Sweden",https://jobs.lever.co/palantir/d084b769-6f53-4409-afa8-c183b059b384,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

Forward Deployed Software Engineers (FDSEs) work directly with customers to quickly understand their greatest problems and design and implement solutions to use data against them. Our customers rely on Palantir’s platforms for some of their most critical operations, and projects often start with an open ended question like “Why are we delaying so many flights?” or “How can we better identify instances of money laundering?” As an FDSE, you’ll apply your problem solving ability, creativity, and technical skills to help organizations use their data to drive a real impact in the world. You’ll have the opportunity to gain rare insight into and contribute to some of the world’s most important industries and institutions. 

As an FDSE your responsibilities look similar to those of a startup CTO: you’ll work in small teams with minimal supervision and own end-to-end execution of high stakes projects. Your day might span discussing architecture with fellow engineers, wrangling massive-scale data, coding a custom web app, speaking with customer executives, or establishing strategy for your team. 

Whether you aspire to be an entrepreneur or an engineering leader, we believe Palantir is the best place — with the best colleagues — to learn how. You’ll learn how to unpack a problem and understand the costs and consequences of its solution. You’ll learn new technologies and languages, and even develop them yourself. You’ll work autonomously and make decisions independently, within a community that will support and challenge you as you grow and develop.
"
Forward Deployed Software Engineer,Palantir,"New York, NY",https://jobs.lever.co/palantir/dab396d4-2f14-4796-aac0-0d82883dccf0,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

The Original Forward Deployed Software Engineer 
At Palantir, the Forward Deployed Software Engineer (FDSE) role isn’t just a job title: it’s the blueprint. We pioneered this unique position, embedding talented engineers directly with our customers to tackle their most pressing challenges head-on. As an FDSE, you’ll be at the intersection of world-changing problems and impactful technology, shaping solutions where they matter most.

FDSEs work side by side with our customers, rapidly understanding their toughest issues; architecting and building solutions that leverage business-critical data and the latest advancements in AI to solve them. Whether it’s “How do we predict and mitigate wildfire risks to optimize power grids?” or “How can we analyze and adapt a global food supply chain to deliver life-saving aid on time?”, you’ll use your technical expertise, creativity, and problem-solving skills to drive real-world impact.

You’ll have the rare opportunity to gain deep insight into and directly influence some of the world’s most critical industries and institutions. By building on Palantir’s powerful platforms leveraging integrated cutting-edge AI, you’ll help organizations unlock the full potential of their data to make smarter, faster decisions.

Core Responsibilities 

As an FDSE, you’ll experience the autonomy of a startup, with the resources, mentorship, and stability of an established tech company. Your contributions will have a direct impact on our customers’ missions and the real world. You’ll work in small, agile teams and own the end-to-end execution and implementation of high-stakes projects, including:

•  Collaborating with fellow engineers on architecture and design decisions
•  Wrangling massive-scale data and using AI to accelerate and enhance critical operations
•  Developing custom applications tailored to customer needs
•  Engaging directly with customer stakeholders, from technical teams to executives
•  Shaping team strategy and driving projects from ideation to deployment, increasing your pain threshold to deliver real value
"
