job_title,company,location,link,description
Software Engineer - Apollo Systems,Palantir,"Seattle, WA",https://jobs.lever.co/palantir/e47d4410-2542-47d8-b558-b5295fc28821,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

Apollo is Palantir’s autonomous software management and deployment platform. It enables seamless, continuous delivery of mission-critical software (Foundry, Gotham, AIP) across a vast range of environments: on-prem, public cloud, disconnected (air-gapped) networks, and highly regulated settings (including IL-5 and FedRAMP).

As a Software Engineer on the Apollo team, you’ll build and operate a large-scale distributed system to allow the remote operation and maintenance of Kubernetes clusters. Our mission is to extract the entire state of a cluster into a portable, high-performance artifact within minutes, enabling full and almost instant cluster reconstruction from the ground up—all while pushing the limits of speed, reliability, and scale.

You’ll design and implement backup and restore solutions for Kubernetes, leveraging proprietary compression infrastructure tailored to Palantir’s unique deployment models. You’ll also build and optimize our container artifact store, which is based on the OCI (Open Container Initiative) distribution spec—the industry standard for storing and distributing container images and artifacts. You’ll own the backbone of every environment Apollo supports, from hyperscalers to Army trucks. 

If you’re excited by challenges at the intersection of container technologies like OCI and docker, storage, and distributed systems, you’ll find opportunities here to dive deep into storage formats and low-level optimizations, where milliseconds matter. As we increasingly automate cluster creation and management on diverse hardware, you’ll play a key role in scaling Palantir’s presence at the edge and solving tough distributed systems problems. You’ll own the full development lifecycle—from idea generation and design, through implementation, to operation and support—while collaborating closely with both technical and non-technical stakeholders to deliver robust, impactful infrastructure. The usage of AI tools (Claude Code/Codex/Copilot) is highly encouraged!
"
Software Engineer - Core Interfaces,Palantir,"Palo Alto, CA",https://jobs.lever.co/palantir/cf76738e-3030-42fa-92ac-a9446df956fc,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

Palantir builds applications that help customers organize, understand, and make decisions based on their data. Because these applications serve different roles within an organization's workflow, users frequently have multiple applications open at once, and expect them to work together seamlessly. While backend services handle much of this coordination, delivering a truly fast and responsive experience requires applications to also directly interact with each other through client-side frameworks running in the browser. Building these frameworks is uniquely challenging: every Palantir application plays a distinct role and has its own set of first-class UX concepts, yet the frameworks need to integrate cleanly into all of them. Success requires both strong API design skills and a keen eye for user experience.

The frontend frameworks our team builds serve a variety of functions across Palantir's application ecosystem. Some frameworks integrate deeply with the Palantir Ontology—a foundational layer that provides a schema for defining objects and relationships between them. These frameworks enable real-time data synchronization across applications: for example, when a user selects an Ontology object on a map, data plots in a different application instantly update to show that object's properties. Other frameworks operate independently of the Ontology: for example, one framework allows applications to define custom behaviors that can be invoked by other applications or even by AI agents, giving them the flexibility to expose arbitrary functionality across the platform.

Core Responsibilities

As a software engineer on this team, you'll work with these cross-application frameworks end-to-end, from the low-level technical implementation to high-level UX decisions. You'll work extensively with core web APIs—Broadcast Channels, Service Workers, Local Storage—to enable real-time communication between applications. Additionally, you will help develop an Electron application that extends and enhances these workflows through Electron-specific capabilities, such as the IPC API. Along the way, you'll build relationships with teams across the company and develop a deep understanding of different codebases and their architectural patterns. 

API design is central to the role: the interfaces you create need to be ergonomic and portable enough to slot into any application that adopts them, while also being powerful enough to enable complex user interactions. Just as important is a strong sense and passion for UX: the interactions these frameworks enable should feel native and intuitive regardless of which applications a user has open. The ideal candidate is a well-rounded engineer who is excited by the creative challenge of designing new cross-app behaviors, and has the technical know-how to codify these behaviors in an idiomatic and extensible way.
"
Software Engineer - Defense Applications,Palantir,"Washington, D.C.",https://jobs.lever.co/palantir/f7dbfdf1-0bb1-4c11-ac15-6a139cee3410,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

Palantir’s software forms the operating system for the militaries of the United States and her allies, driving outcomes and enhancing capabilities across the full spectrum of operations, intelligence, and support activities. Our defense applications are the tip of that spear, powerful tools used daily by thousands of soldiers, sailors, airmen, and marines to perform critical work at home and abroad from the Pentagon to the front lines. The engineers who build, maintain, and extend these applications are responsible for wielding the immense technical potential of Palantir’s data modeling and AI platforms to create exquisite domain-specific workflows and interfaces that modernize, extend, and revolutionize the capabilities of the warfighter.

This is a front-end engineering role focused on marrying Palantir’s Foundry and AIP platform technologies, application specific backend services, and modern web technologies with domain expertise. These teams are nimble and select the right tool for the task in front of them rather than adhering to a rigidly defined tech stack, but the most common setups are React for standard DOM rendering, Maplibre and/or Three js for geospatial and 3D rendering, Redux (in various flavors) for state management, Conjure for API management, and OSDK for interaction with the foundry platform. A rich ecosystem of in-house libraries and toolchains sit on top of that foundation to provide cross-app messaging, live data streaming, robust classification based access control, and a host of other specialized functions. Defense applications developers both consume and produce these re-usable tools as part of their core engineering role.

Core Responsibilities

As an engineer on a defense application team you’ll be responsible for owning, not just executing, user-facing feature additions or enhancements. Defense product teams are forward-leaning by nature, you can expect to spend time hands-on with customers and forward-deployed engineers to design solutions that not only meet the need but deliver value rapidly to support customers in ever-changing environments. The dynamic nature of the defense applications teams make for, on average, shorter project cycles with high ownership at the individual contributor level but demand flexibility, practicality, and responsibility. 

The highly autonomous nature of teams means you will transition from mentee to mentor quickly as you build unique expertise in specific applications and features. Palantir’s engineering culture puts a premium on everyone having the skills and willingness to teach and learn, regardless of tenure. The best Palantir engineers form strong convictions quickly (to avoid analysis paralysis when every day counts) but hold them weakly, always ready to revise their opinion and update their world view when new ideas or additional data points are presented.
"
Software Engineer - Developer Productivity,Palantir,"New York, NY",https://jobs.lever.co/palantir/3c84af24-b7aa-483e-b2c3-e1d83494fe15,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

Are you passionate about engineering quality, efficiency, and increasing the impact of engineers around you?

Software Engineers at Palantir build software at scale to transform how organizations globally use data. As a Software Engineer on Developer Productivity, you’ll identify, develop, and drive investments to improve the velocity and quality of our engineering, as well as bolster the happiness and productivity of other developers.

The role spans a spectrum of areas, such as build and software supply-chain systems, platform runtime environments, telemetry relating concurrency, memory/performance optimizations, and monitoring/alerting. Your primary users will be other developers at Palantir. They will be empowered with the software you develop to build capabilities used by research scientists, aerospace engineers, intelligence analysts, and economic forecasters in countries around the world. There will be opportunities to contribute to open source software, including projects maintained by others that we leverage. You’ll work autonomously within a community that will support and challenge you as you grow to become a strong technical contributor and engineering leader.

The team is hiring for Frontend and Backend engineers.

Core Responsibilities

We're hiring engineers who are passionate about solving real-world problems and empowering developers to do their work optimally. If you’re motivated to develop reliable, performant, scalable systems and tools, here are some examples of the types of work you’d get to do:

•  Define and build standard practices for how services are operated and observed throughout their deployment
•  Build libraries and tooling for defining service APIs and the RPC interactions between microservices; like the conjure ecosystem
•  Unify frontend build and CI infrastructure across all of Palantir
•  Help developers understand and adhere to development practices by building great tools and development processes
•  Push Palantir to the cutting edge of software supply chain security
"
Software Engineer - Edge,Palantir,"Washington, D.C.",https://jobs.lever.co/palantir/397fb983-47b7-4a53-a7df-f080f43f7720,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

Palantir is at the forefront of some of the most critical and challenging problems in the world. We develop alongside our customers everyday. Our customers span from the cloud to the frontline. As we adapt to solve their most pressing issues in latency, performance, and compute cost, we are building a team of software engineers relentlessly focused on low-level optimization and novel compute architectures. This is a team of developers creating software for the far-edge, including streaming ETL pipelines, inference platforms, and various timing critical applications.

This role requires an experienced software engineer who is well versed in low-level development in compiled, native languages such as Rust and C/C++. A successful candidate can optimize software for constrained embedded devices or across large-scale distributed systems. You should have strong knowledge of computer architecture and OS internals.
"
Software Engineer - Environment Platform,Palantir,"Seattle, WA",https://jobs.lever.co/palantir/cd2423c6-da68-430c-8be5-0ae7eea36497,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

If you joined us today, you get to author the strategy by which each of Palantir’s software platforms - Foundry, Gotham, Apollo - achieves full containerization across an intimidating diversity of infrastructure types. Tomorrow, you get to do the same for Palantir’s ever expanding customer community. You will drive those goals by building elegant, robust APIs powered by K8s controllers which bridge the gap between a raw Kubernetes cluster and a fully-featured, infrastructure agnostic runtime that can scale to the operational needs of 100s of specialized microservices. Joining you on that journey is a highly motivated team with a diverse group of backgrounds and skillsets, brimming with ambition.
"
Software Engineer - Environment Platform,Palantir,"New York, NY",https://jobs.lever.co/palantir/d5d83a8f-cb96-41cc-9612-c7224fbb2fbc,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

If you joined us today, you get to author the strategy by which each of Palantir’s software platforms - Foundry, Gotham, Apollo - achieves full containerization across an intimidating diversity of infrastructure types. Tomorrow, you get to do the same for Palantir’s ever expanding customer community. You will drive those goals by building elegant, robust APIs powered by K8s controllers which bridge the gap between a raw Kubernetes cluster and a fully-featured, infrastructure agnostic runtime that can scale to the operational needs of 100s of specialized microservices. Joining you on that journey is a highly motivated team with a diverse group of backgrounds and skillsets, brimming with ambition.
"
Software Engineer - Frontend Developer Productivity,Palantir,"New York, NY",https://jobs.lever.co/palantir/71ed917e-850a-484b-9454-fa66bdf24540,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

Are you passionate about engineering quality, efficiency, and increasing the impact of engineers around you?

Software Engineers at Palantir build software that transforms how the world’s most important organizations use data. As an engineer focused on Frontend Developer Productivity, you’ll work within our Frontend Infrastructure group to identify, develop, and drive investments to improve the velocity and quality of our engineering.

Our frontend infrastructure group covers our entire frontend development stack, from the developer experience in the IDE to the final user experience in the browser. Across the group, we are responsible for developing and maintaining:

• The build and CI system for a large frontend monorepo with millions of lines of code and hundreds of active developers.
• Core infrastructure required to develop and serve our frontends, including feature flags, internationalization, and commit previews.
• A GraphQL API for declarative data loading, spanning many underlying services.
• Blueprint, the open source UI framework used by all of Palantir's applications and thousands of developers around the world.
• A variety of tools and VSCode extensions that improve developer experience across the company.

With an ambitious roadmap ahead of us, you'll have the opportunity to make a lasting difference on application development at Palantir.
"
Software Engineer - Frontline,Palantir,"London, United Kingdom",https://jobs.lever.co/palantir/07b5a214-2c83-4221-9d7c-397cabe527e2,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

As a Frontline Software Engineer at Palantir, you would begin your journey on a short-term assignment where you are embedded with customers. This unique experience lets you work directly with users, gaining firsthand insight into how our products are used and the challenges our customers face. Unlike traditional engineering roles, Frontline immerses you in complex, ambiguous problems, empowering you to deliver impactful solutions across some of the world’s most important industries and institutions.

Many of our most successful products have been built through direct engagement with customers, solutions born from real-world problems that not only address specific needs but can also be applied in broader contexts. By working closely with users, you’ll help create products with immediate impact and long-term value.

Frontliners operate much like a startup CTO, working in small teams to own the end-to-end execution of high-stakes projects. Your responsibilities will range from discussing architecture and coding custom web apps to strategizing with customer executives. Every day will be diverse and impactful. By witnessing how customers engage with Foundry and seeing these pain points firsthand, you’ll gain unique insights that feed directly back into our development process, helping to refine and enhance our products. Upon the completion of your assignment, you would join one of our Software Engineer teams within our Foundry org. 

Within Foundry, there is a broad spectrum of teams, each focused on tackling unique technical challenges and delivering impact across a range of domains. You might work on designing and building scalable systems that power data-driven workflows for organizations worldwide, collaborating closely with teammates to deliver robust APIs and high-performance infrastructure. On other teams, you could be developing the foundational building blocks that ensure our platform is secure, reliable, and performant, addressing challenges in distributed systems, data storage, and application security. You may also have the opportunity to architect and deliver end-to-end user experiences, crafting intuitive interfaces and workflows that empower thousands of users to solve complex, real-world problems. 

It doesn’t matter what languages you know when you join us; what matters is your ability to decompose complex problems into manageable, actionable components, write clean, effective code, and quickly learn new languages, technologies, frameworks, and paradigms. Our software is constantly evolving, so we need adaptable engineers who can evolve alongside it. Whether it's adapting to new technical environments or understanding and integrating into the customer's setup and needs, your adaptability is key. Alongside peers with diverse experiences such as startup founders, industry veterans, university TAs, and more, you'll enhance your skillset to apply the best technology to solve any given problem. 
"
Software Engineer - Frontline,Palantir,"New York, NY",https://jobs.lever.co/palantir/4a89a071-e32b-4a7e-adbc-fd286d19dc1b,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

As a Frontline Software Engineer at Palantir, you would begin your journey on a short-term assignment where you are embedded with customers. This unique experience lets you work directly with users, gaining firsthand insight into how our products are used and the challenges our customers face. Unlike traditional engineering roles, Frontline immerses you in complex, ambiguous problems, empowering you to deliver impactful solutions across some of the world’s most important industries and institutions.

Many of our most successful products have been built through direct engagement with customers, solutions born from real-world problems that not only address specific needs but can also be applied in broader contexts. By working closely with users, you’ll help create products with immediate impact and long-term value.

Frontliners operate much like a startup CTO, working in small teams to own the end-to-end execution of high-stakes projects. Your responsibilities will range from discussing architecture and coding custom web apps to strategizing with customer executives. Every day will be diverse and impactful. By witnessing how customers engage with Foundry and seeing these pain points firsthand, you’ll gain unique insights that feed directly back into our development process, helping to refine and enhance our products. Upon the completion of your assignment, you would join one of our Software Engineer teams within our Foundry org. 

Within Foundry, there is a broad spectrum of teams, each focused on tackling unique technical challenges and delivering impact across a range of domains. You might work on designing and building scalable systems that power data-driven workflows for organizations worldwide, collaborating closely with teammates to deliver robust APIs and high-performance infrastructure. On other teams, you could be developing the foundational building blocks that ensure our platform is secure, reliable, and performant, addressing challenges in distributed systems, data storage, and application security. You may also have the opportunity to architect and deliver end-to-end user experiences, crafting intuitive interfaces and workflows that empower thousands of users to solve complex, real-world problems. 

It doesn’t matter what languages you know when you join us; what matters is your ability to decompose complex problems into manageable, actionable components, write clean, effective code, and quickly learn new languages, technologies, frameworks, and paradigms. Our software is constantly evolving, so we need adaptable engineers who can evolve alongside it. Whether it's adapting to new technical environments or understanding and integrating into the customer's setup and needs, your adaptability is key. Alongside peers with diverse experiences such as startup founders, industry veterans, university TAs, and more, you'll enhance your skillset to apply the best technology to solve any given problem.
"
"Software Engineer - Infrastructure, Foundry Platform",Palantir,"New York, NY",https://jobs.lever.co/palantir/6fe5515f-f677-4d98-8ac2-1775a425f5e7,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

Software Engineers at Palantir build software at scale to transform how organizations use data. Our Software Engineers are involved throughout the product lifecycle, from idea generation, design, prototyping, and production delivery. You will collaborate closely with technical and non-technical teammates to understand our customers' problems and build products that solve them. We encourage movement across teams to share context, skills, and experience, so you'll learn about many different technologies and aspects of each product. Engineers work autonomously and make decisions independently, within a community that will support and challenge you as you grow and develop, becoming a strong technical contributor and engineering leader.

Our Product Development organization is made up of small teams of Software Engineers. Each team focuses on a specific aspect of a product. Our infrastructure teams are responsible for the lowest layers of our software stack, often focused on database technologies, distributed systems, large scale data systems, security, and application infrastructure. As a Software Engineer on infrastructure working on our Foundry platform, you'll contribute high-quality code to underpin Palantir Foundry and Gotham with performant, secure, and scalable building blocks, enabling products deployed to the most important institutions in the public and private sector. You'll build the foundational capabilities that power our products used by research scientists, aerospace engineers, intelligence analysts, and economic forecasters, in countries around the world.

We’re hiring engineers who are passionate about solving real-world problems and empowering both developers and end-users to work optimally. If you’re motivated to develop reliable, performant, and scalable systems, and to design robust APIs and primitives, this role offers the opportunity to make a significant impact on our products and the people who use them.

Frontline

Foundry Software Engineers may be offered the opportunity to Frontline, an exclusive program unlike any other. This unique, short-term assignment involves being embedded with customers, allowing you to work directly with users and gain firsthand insight into how our products are used and the challenges our customers face. Unlike traditional engineering roles, Frontline immerses you in complex, ambiguous problems, empowering you to deliver impactful solutions across some of the world’s most important industries and institutions.

Some of our most successful products were built on the factory floor, addressing real-world problems for the world's most important institutions. These products were developed by some of our most successful product engineers, who began their careers in roles aligned with Frontline responsibilities, gaining a deep understanding of both our technology and our customers.

Frontliners operate across a broad spectrum of responsibilities, much like a startup CTO. They work in small teams to own the end-to-end execution of high-stakes projects. This spectrum ranges from discussing architecture and building custom web apps to conducting workshops with users and strategizing with customer executives. No two days are alike, as each day is diverse and impactful. By witnessing how customers engage with Foundry and experiencing these pain points firsthand, you’ll gain unique insights that feed directly back into our development process, helping to refine and enhance our products.
"
Software Engineer - Mission Manager,Palantir,"Washington, D.C.",https://jobs.lever.co/palantir/8aec0fba-0ac9-48a5-8f54-f2d8465d6698,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

Mission Manager is Palantir’s PaaS for enabling US Government customers and vendors to run software securely and compliantly in the most sensitive environments, but without the overhead — whether connected, disconnected, cloud, or edge. Built on the strength of Palantir’s Apollo platform, it provides the critical infrastructure needed to rapidly onboard and deploy applications into a secure Kubernetes-based ecosystem, freeing our customers to focus on building and powering mission-critical systems.

The Mission Manager offering is still in its earliest days, and by joining us now, you’ll define the strategy for how we develop and scale it — witnessing firsthand the impact of your work on critical missions and the new capabilities you unlock. You’ll drive this by building elegant, robust APIs powered by Kubernetes controllers, bridging the gap between a raw Kubernetes cluster and a fully featured, infrastructure-agnostic runtime that can meet the operational demands of hundreds of specialized microservices. You’ll undertake this challenge alongside an energized team with a wide array of backgrounds and skillsets, all united by an ambitious vision for what’s possible.
"
Software Engineer - Mission Manager,Palantir,"New York, NY",https://jobs.lever.co/palantir/c0b60d64-1244-4270-9d55-14115c97c24b,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

Mission Manager is Palantir’s PaaS for enabling US Government customers and vendors to run software securely and compliantly in the most sensitive environments, but without the overhead — whether connected, disconnected, cloud, or edge. Built on the strength of Palantir’s Apollo platform, it provides the critical infrastructure needed to rapidly onboard and deploy applications into a secure Kubernetes-based ecosystem, freeing our customers to focus on building and powering mission-critical systems.

The Mission Manager offering is still in its earliest days, and by joining us now, you’ll define the strategy for how we develop and scale it — witnessing firsthand the impact of your work on critical missions and the new capabilities you unlock. You’ll drive this by building elegant, robust APIs powered by Kubernetes controllers, bridging the gap between a raw Kubernetes cluster and a fully featured, infrastructure-agnostic runtime that can meet the operational demands of hundreds of specialized microservices. You’ll undertake this challenge alongside an energized team with a wide array of backgrounds and skillsets, all united by an ambitious vision for what’s possible.
"
Software Engineer - Mission Manager,Palantir,"Seattle, WA",https://jobs.lever.co/palantir/e168a922-a2f0-45d0-912c-678d66e15118,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

Mission Manager is Palantir’s PaaS for enabling US Government customers and vendors to run software securely and compliantly in the most sensitive environments, but without the overhead — whether connected, disconnected, cloud, or edge. Built on the strength of Palantir’s Apollo platform, it provides the critical infrastructure needed to rapidly onboard and deploy applications into a secure Kubernetes-based ecosystem, freeing our customers to focus on building and powering mission-critical systems.

The Mission Manager offering is still in its earliest days, and by joining us now, you’ll define the strategy for how we develop and scale it — witnessing firsthand the impact of your work on critical missions and the new capabilities you unlock. You’ll drive this by building elegant, robust APIs powered by Kubernetes controllers, bridging the gap between a raw Kubernetes cluster and a fully featured, infrastructure-agnostic runtime that can meet the operational demands of hundreds of specialized microservices. You’ll undertake this challenge alongside an energized team with a wide array of backgrounds and skillsets, all united by an ambitious vision for what’s possible.
"
"Software Engineer, Internship",Palantir,"Seattle, WA",https://jobs.lever.co/palantir/2fb19022-bb65-4af8-b6fa-31beb345c140,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

Software Engineers at Palantir build software at scale to transform how organizations around the world use data. As a Software Engineer Intern, you’ll have an opportunity to grow more quickly than you ever envisioned, as you contribute high-quality code directly to Palantir Gotham, Palantir Foundry, or Palantir Apollo: products that are deployed at some of the most important institutions across the public and private sectors. You'll create features used by research scientists, aerospace engineers, intelligence analysts, and economic forecasters, in countries around the world. Palantir's Product Development organization is made up of small teams of Software Engineers, each focusing on a specific aspect of a product. For example, you might join a team that builds a Foundry front-end application, or a component of the Gotham release infrastructure. We encourage communication and collaboration among teams to share context, skills, and experience, so you'll learn about many different aspects of each product.

Core Responsibilities

As a Software Engineer, you are involved throughout the product lifecycle - from idea generation, design, and prototyping to execution and shipping while also being paired with a mentor dedicated to your growth and success. You'll collaborate closely with technical and non-technical counterparts to understand our customers' problems and build products that tackle them. One of the most effective ways to understand what our users need is to meet them. You may receive an opportunity to tour the assembly line at an auto-manufacturer or join a counter-terror analyst at their desk to really understand their mission and difficulties.

SWE principles include: 

• Ownership: We see projects through from beginning to end in spite of obstacles we may encounter.
• Collaboration: We work internally with people from a variety of backgrounds — such as other Software Engineers, Product Managers, Designers and Product Reliability Engineers. We also partner with our business development teams (Forward Deployed Engineers, Deployment Strategists) in order to understand and solve our customers' problems.
• Trust: We trust each other to effectively handle time and priorities, and don't micromanage. We want people to have the space to think for themselves, while feeling supported by their team.

Technologies We Use

It doesn’t matter what languages you know when you join us, but it does matter that you can write clean, effective code and learn new languages quickly. Our software is constantly evolving, so we need engineers who can do the same. Alongside peers that bring diverse experience - whether you’re a former university TA, switched to CS recently, or are a hackathon enthusiast — you'll build your skills to apply the best technology to solve a given problem. Right now, we use:

• Varying languages, including Java and Go for backend and Typescript for frontend
• Open-source technologies like Cassandra, Spark, Elasticsearch, React, and Redux
• Industry-standard build tooling, including Gradle and GitHub
"
"Software Engineer, Internship",Palantir,"Denver, CO",https://jobs.lever.co/palantir/373eb939-6f57-4836-8479-be79a5e07249,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

Software Engineers at Palantir build software at scale to transform how organizations around the world use data. As a Software Engineer Intern, you’ll have an opportunity to grow more quickly than you ever envisioned, as you contribute high-quality code directly to Palantir Gotham, Palantir Foundry, or Palantir Apollo: products that are deployed at some of the most important institutions across the public and private sectors. You'll create features used by research scientists, aerospace engineers, intelligence analysts, and economic forecasters, in countries around the world. Palantir's Product Development organization is made up of small teams of Software Engineers, each focusing on a specific aspect of a product. For example, you might join a team that builds a Foundry front-end application, or a component of the Gotham release infrastructure. We encourage communication and collaboration among teams to share context, skills, and experience, so you'll learn about many different aspects of each product.

Core Responsibilities

As a Software Engineer, you are involved throughout the product lifecycle - from idea generation, design, and prototyping to execution and shipping while also being paired with a mentor dedicated to your growth and success. You'll collaborate closely with technical and non-technical counterparts to understand our customers' problems and build products that tackle them. One of the most effective ways to understand what our users need is to meet them. You may receive an opportunity to tour the assembly line at an auto-manufacturer or join a counter-terror analyst at their desk to really understand their mission and difficulties.

SWE principles include: 

• Ownership: We see projects through from beginning to end in spite of obstacles we may encounter.
• Collaboration: We work internally with people from a variety of backgrounds — such as other Software Engineers, Product Managers, Designers and Product Reliability Engineers. We also partner with our business development teams (Forward Deployed Engineers, Deployment Strategists) in order to understand and solve our customers' problems.
• Trust: We trust each other to effectively handle time and priorities, and don't micromanage. We want people to have the space to think for themselves, while feeling supported by their team.

Technologies We Use

It doesn’t matter what languages you know when you join us, but it does matter that you can write clean, effective code and learn new languages quickly. Our software is constantly evolving, so we need engineers who can do the same. Alongside peers that bring diverse experience - whether you’re a former university TA, switched to CS recently, or are a hackathon enthusiast — you'll build your skills to apply the best technology to solve a given problem. Right now, we use:

• Varying languages, including Java and Go for backend and Typescript for frontend
• Open-source technologies like Cassandra, Spark, Elasticsearch, React, and Redux
• Industry-standard build tooling, including Gradle and GitHub
"
"Software Engineer, Internship",Palantir,"London, United Kingdom",https://jobs.lever.co/palantir/76a60923-bb49-40f5-b061-7c7eb1299602,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role

Software Engineers at Palantir build software at scale to transform how organisations around the world use data. As a Software Engineer Intern, you’ll have an opportunity to grow more quickly than you ever envisioned, as you contribute high-quality code directly to Palantir Gotham, Palantir Foundry, or Palantir Apollo: products that are deployed at some of the most important institutions across the public and private sectors. You'll create features used by research scientists, aerospace engineers, intelligence analysts, and economic forecasters, in countries around the world. Palantir's Product Development organisation is made up of small teams of Software Engineers, each focusing on a specific aspect of a product. For example, you might join a team that builds a Foundry front-end application, or a component of the Gotham release infrastructure. We encourage communication and collaboration among teams to share context, skills, and experience, so you'll learn about many different aspects of each product.

Core Responsibilities

As a Software Engineer, you are involved throughout the product lifecycle - from idea generation, design, and prototyping to execution and shipping while also being paired with a mentor dedicated to your growth and success. You'll collaborate closely with technical and non-technical counterparts to understand our customers' problems and build products that tackle them. One of the most effective ways to understand what our users need is to meet them. You may receive an opportunity to tour the assembly line at an auto-manufacturer or join a counter-terror analyst at their desk to really understand their mission and difficulties.

SWE principles include: 

• Ownership: We see projects through from beginning to end in spite of obstacles we may encounter.
• Collaboration: We work internally with people from a variety of backgrounds — such as other Software Engineers, Product Managers, Designers and Product Reliability Engineers. We also partner with our business development teams (Forward Deployed Engineers, Deployment Strategists) in order to understand and solve our customers' problems.
• Trust: We trust each other to effectively handle time and priorities, and don't micromanage. We want people to have the space to think for themselves, while feeling supported by their team.


Technologies We Use

It doesn’t matter what languages you know when you join us, but it does matter that you can write clean, effective code and learn new languages quickly. Our software is constantly evolving, so we need engineers who can do the same. Alongside peers that bring diverse experience - whether you’re a former university TA, switched to CS recently, or are a hackathon enthusiast — you'll build your skills to apply the best technology to solve a given problem. Right now, we use:

• Varying languages, including Java and Go for backend and Typescript for frontend
• Open-source technologies like Cassandra, Spark, Elasticsearch, React, and Redux
• Industry-standard build tooling, including Gradle, Webpack, and GitHub
"
